id,loan_status,prob
69181,0,0.0137
69182,0,0.0111
69183,0,0.0309
69184,0,0.0793
69185,0,0.0132
69186,0,0.1577
69187,0,0.0639
69188,0,0.0172
69189,0,0.0457
69190,0,0.1481
69191,0,0.0966
69192,0,0.0193
69193,0,0.0353
69194,1,0.9784
69195,0,0.0285
69196,0,0.0674
69197,0,0.0327
69198,0,0.0389
69199,0,0.0121
69200,0,0.0286
69201,0,0.0678
69202,0,0.0346
69203,0,0.0274
69204,0,0.0336
69205,0,0.0572
69206,0,0.0417
69207,0,0.0064
69208,0,0.0222
69209,0,0.0234
69210,0,0.0449
69211,0,0.0498
69212,0,0.0245
69213,0,0.1696
69214,0,0.0132
69215,0,0.0241
69216,0,0.0809
69217,0,0.0338
69218,0,0.0071
69219,0,0.2244
69220,0,0.0429
69221,0,0.0177
69222,0,0.0741
69223,1,0.9257
69224,0,0.0203
69225,0,0.0955
69226,0,0.0102
69227,0,0.2328
69228,0,0.0526
69229,0,0.1359
69230,1,0.9931
69231,0,0.051
69232,0,0.0154
69233,0,0.0452
69234,0,0.0344
69235,1,0.6858
69236,0,0.0194
69237,1,0.9576
69238,0,0.0104
69239,1,0.95
69240,1,0.8693
69241,0,0.0219
69242,1,0.9616
69243,0,0.0287
69244,0,0.0661
69245,0,0.0344
69246,0,0.0635
69247,0,0.0378
69248,1,0.8816
69249,0,0.0454
69250,0,0.0042
69251,0,0.0166
69252,0,0.033
69253,0,0.0133
69254,0,0.0817
69255,0,0.0194
69256,0,0.057
69257,0,0.3675
69258,0,0.0264
69259,0,0.0398
69260,0,0.0175
69261,0,0.0624
69262,0,0.2331
69263,0,0.0226
69264,0,0.0175
69265,0,0.0261
69266,0,0.0145
69267,0,0.2475
69268,0,0.0092
69269,0,0.0082
69270,0,0.0236
69271,0,0.3369
69272,0,0.0542
69273,0,0.0399
69274,0,0.0266
69275,1,0.743
69276,0,0.0257
69277,0,0.0107
69278,1,0.9916
69279,0,0.057
69280,0,0.0137
69281,1,0.9276
69282,1,0.9851
69283,0,0.0133
69284,0,0.0329
69285,0,0.0309
69286,0,0.0069
69287,0,0.011
69288,0,0.0027
69289,0,0.0175
69290,0,0.0499
69291,0,0.0268
69292,0,0.0452
69293,0,0.0394
69294,0,0.0282
69295,0,0.0289
69296,0,0.0081
69297,0,0.023
69298,0,0.0783
69299,0,0.0198
69300,0,0.0893
69301,0,0.019
69302,0,0.3568
69303,0,0.2575
69304,0,0.0159
69305,0,0.0325
69306,0,0.0173
69307,0,0.3601
69308,0,0.0124
69309,0,0.07
69310,1,0.8001
69311,0,0.1252
69312,0,0.0388
69313,0,0.4644
69314,0,0.0196
69315,0,0.0648
69316,0,0.0029
69317,0,0.0259
69318,0,0.0334
69319,0,0.0184
69320,0,0.0108
69321,0,0.0246
69322,0,0.0795
69323,0,0.0569
69324,0,0.101
69325,0,0.2913
69326,0,0.0555
69327,0,0.0057
69328,1,0.714
69329,0,0.0268
69330,0,0.0148
69331,0,0.0418
69332,1,0.8969
69333,0,0.3388
69334,0,0.0238
69335,0,0.008
69336,0,0.0822
69337,0,0.0281
69338,0,0.0088
69339,0,0.0131
69340,0,0.0467
69341,0,0.0396
69342,0,0.0487
69343,0,0.0114
69344,0,0.0438
69345,0,0.0196
69346,0,0.017
69347,0,0.0057
69348,0,0.0517
69349,0,0.0307
69350,0,0.0601
69351,0,0.0329
69352,0,0.0201
69353,0,0.0284
69354,0,0.0151
69355,0,0.0089
69356,0,0.0325
69357,0,0.0084
69358,0,0.0384
69359,0,0.006
69360,0,0.1648
69361,0,0.48
69362,0,0.0966
69363,0,0.0118
69364,0,0.0495
69365,0,0.0323
69366,0,0.0794
69367,0,0.0002
69368,0,0.081
69369,0,0.0355
69370,0,0.0096
69371,0,0.0291
69372,0,0.0437
69373,0,0.0597
69374,0,0.0076
69375,0,0.0377
69376,0,0.0118
69377,1,0.8487
69378,0,0.0199
69379,0,0.0374
69380,1,0.8598
69381,0,0.011
69382,0,0.0098
69383,0,0.0246
69384,0,0.1482
69385,0,0.028
69386,0,0.021
69387,1,0.9222
69388,0,0.0462
69389,0,0.0243
69390,0,0.0745
69391,0,0.0164
69392,0,0.0219
69393,0,0.0152
69394,0,0.0116
69395,0,0.0627
69396,0,0.0161
69397,0,0.4067
69398,0,0.1571
69399,1,0.8729
69400,0,0.0048
69401,0,0.0147
69402,0,0.003
69403,0,0.0308
69404,1,0.7705
69405,0,0.0075
69406,0,0.0368
69407,0,0.0377
69408,0,0.0678
69409,0,0.0443
69410,0,0.0611
69411,0,0.231
69412,0,0.0664
69413,0,0.0226
69414,0,0.0344
69415,0,0.0383
69416,0,0.0816
69417,0,0.0238
69418,0,0.0173
69419,0,0.2383
69420,0,0.0337
69421,0,0.0189
69422,0,0.2123
69423,0,0.0791
69424,0,0.246
69425,0,0.0222
69426,0,0.0502
69427,0,0.0409
69428,0,0.1136
69429,0,0.0922
69430,0,0.0343
69431,0,0.022
69432,0,0.0058
69433,0,0.0465
69434,0,0.0728
69435,0,0.0265
69436,0,0.076
69437,0,0.0681
69438,0,0.1214
69439,0,0.0198
69440,0,0.0396
69441,0,0.0078
69442,0,0.0109
69443,1,0.9909
69444,0,0.0214
69445,0,0.0626
69446,0,0.0175
69447,0,0.0101
69448,0,0.0307
69449,0,0.0409
69450,0,0.0134
69451,0,0.0171
69452,0,0.1145
69453,0,0.0635
69454,0,0.0199
69455,0,0.0516
69456,0,0.0498
69457,0,0.0858
69458,0,0.0488
69459,0,0.082
69460,0,0.0398
69461,1,0.8657
69462,0,0.1099
69463,0,0.0071
69464,0,0.0437
69465,0,0.0825
69466,0,0.0591
69467,0,0.0198
69468,0,0.0701
69469,0,0.0541
69470,0,0.0504
69471,0,0.0242
69472,0,0.0191
69473,0,0.0018
69474,0,0.0467
69475,0,0.1119
69476,0,0.0523
69477,0,0.0162
69478,0,0.0537
69479,0,0.0428
69480,0,0.0826
69481,0,0.0212
69482,0,0.0842
69483,0,0.0376
69484,0,0.0376
69485,0,0.1068
69486,0,0.0081
69487,0,0.0231
69488,0,0.0282
69489,0,0.0301
69490,0,0.0792
69491,0,0.0058
69492,0,0.0331
69493,0,0.2052
69494,0,0.1536
69495,0,0.2055
69496,0,0.0178
69497,0,0.0313
69498,0,0.0373
69499,0,0.1554
69500,0,0.0641
69501,0,0.0834
69502,0,0.0314
69503,0,0.0261
69504,0,0.06
69505,0,0.0223
69506,0,0.0411
69507,0,0.0236
69508,0,0.2625
69509,0,0.012
69510,0,0.0335
69511,0,0.0451
69512,0,0.0347
69513,0,0.054
69514,0,0.1801
69515,0,0.0198
69516,0,0.0148
69517,0,0.0317
69518,0,0.022
69519,0,0.0702
69520,0,0.0548
69521,0,0.3056
69522,0,0.1319
69523,1,0.717
69524,0,0.264
69525,1,0.948
69526,1,0.9571
69527,0,0.0511
69528,0,0.007
69529,0,0.0287
69530,1,0.7379
69531,0,0.0223
69532,0,0.0155
69533,0,0.0801
69534,0,0.083
69535,0,0.3994
69536,0,0.0138
69537,0,0.0684
69538,0,0.0494
69539,0,0.0076
69540,0,0.4366
69541,0,0.0109
69542,0,0.0971
69543,0,0.0948
69544,0,0.3575
69545,1,0.9387
69546,0,0.125
69547,0,0.0777
69548,0,0.022
69549,0,0.0129
69550,0,0.0345
69551,0,0.0308
69552,0,0.3547
69553,0,0.0739
69554,0,0.044
69555,0,0.0936
69556,0,0.1196
69557,0,0.0203
69558,0,0.0154
69559,1,0.8412
69560,1,0.8855
69561,0,0.0352
69562,0,0.2355
69563,0,0.0515
69564,1,0.8467
69565,0,0.0529
69566,0,0.0589
69567,0,0.045
69568,0,0.0338
69569,0,0.0036
69570,0,0.0738
69571,0,0.0051
69572,0,0.0089
69573,1,0.8429
69574,0,0.016
69575,0,0.1034
69576,0,0.0245
69577,1,0.9467
69578,1,0.9854
69579,0,0.1287
69580,0,0.4589
69581,0,0.0175
69582,1,0.9129
69583,0,0.3716
69584,0,0.0086
69585,0,0.0385
69586,0,0.0521
69587,0,0.0435
69588,0,0.0239
69589,0,0.0457
69590,0,0.0125
69591,0,0.0093
69592,0,0.206
69593,0,0.3747
69594,0,0.0342
69595,0,0.0173
69596,0,0.0356
69597,1,0.8377
69598,0,0.1025
69599,0,0.0597
69600,0,0.0148
69601,0,0.032
69602,0,0.0544
69603,1,0.7005
69604,0,0.0401
69605,0,0.2645
69606,0,0.0114
69607,0,0.0377
69608,0,0.097
69609,0,0.0834
69610,1,0.7996
69611,0,0.0292
69612,0,0.0326
69613,0,0.1113
69614,0,0.1337
69615,0,0.0144
69616,0,0.1638
69617,0,0.0718
69618,0,0.0047
69619,1,0.9864
69620,0,0.0029
69621,0,0.0307
69622,0,0.0442
69623,0,0.1359
69624,0,0.0661
69625,0,0.0398
69626,0,0.0558
69627,0,0.0096
69628,0,0.0136
69629,0,0.3067
69630,1,0.9619
69631,1,0.5455
69632,0,0.0395
69633,0,0.3835
69634,0,0.0063
69635,0,0.0061
69636,0,0.0099
69637,0,0.3397
69638,0,0.1722
69639,1,0.9996
69640,0,0.017
69641,0,0.0655
69642,0,0.0072
69643,0,0.1382
69644,1,0.9051
69645,0,0.0501
69646,0,0.0084
69647,0,0.0594
69648,1,0.8774
69649,0,0.1179
69650,0,0.0564
69651,0,0.0238
69652,0,0.0193
69653,0,0.0049
69654,0,0.0292
69655,0,0.0123
69656,0,0.0218
69657,0,0.0376
69658,0,0.0233
69659,0,0.0242
69660,0,0.3053
69661,0,0.328
69662,1,0.9463
69663,0,0.0073
69664,0,0.0058
69665,1,0.7103
69666,0,0.0934
69667,0,0.0485
69668,1,0.7738
69669,0,0.0196
69670,0,0.009
69671,0,0.0342
69672,0,0.1007
69673,0,0.3889
69674,0,0.3067
69675,0,0.029
69676,0,0.0628
69677,0,0.0731
69678,0,0.0297
69679,1,0.8927
69680,0,0.0491
69681,0,0.0282
69682,0,0.0243
69683,0,0.0243
69684,1,0.5453
69685,0,0.0305
69686,0,0.0539
69687,0,0.0553
69688,0,0.0026
69689,0,0.2752
69690,0,0.0258
69691,0,0.0196
69692,0,0.0426
69693,0,0.0786
69694,0,0.0105
69695,0,0.009
69696,0,0.0383
69697,1,0.941
69698,0,0.0646
69699,0,0.0248
69700,0,0.0598
69701,0,0.0171
69702,0,0.0468
69703,0,0.0182
69704,0,0.1321
69705,0,0.0116
69706,0,0.0287
69707,0,0.031
69708,0,0.0942
69709,0,0.0998
69710,0,0.0648
69711,0,0.0449
69712,0,0.0605
69713,0,0.0383
69714,1,0.7039
69715,0,0.0417
69716,0,0.0585
69717,0,0.1826
69718,0,0.0721
69719,0,0.0419
69720,1,0.8409
69721,0,0.3461
69722,0,0.0653
69723,0,0.0273
69724,0,0.049
69725,0,0.0071
69726,0,0.0265
69727,0,0.0271
69728,0,0.1461
69729,0,0.0215
69730,0,0.0713
69731,0,0.0433
69732,0,0.0415
69733,0,0.024
69734,0,0.0064
69735,0,0.0167
69736,0,0.0096
69737,0,0.0412
69738,0,0.0879
69739,0,0.0131
69740,0,0.0145
69741,0,0.0775
69742,0,0.0271
69743,0,0.0436
69744,0,0.0326
69745,0,0.0087
69746,0,0.064
69747,0,0.035
69748,0,0.0208
69749,0,0.1324
69750,0,0.0127
69751,0,0.0185
69752,0,0.092
69753,0,0.0758
69754,0,0.0165
69755,1,0.9402
69756,0,0.0481
69757,0,0.0178
69758,0,0.0204
69759,0,0.0219
69760,0,0.0249
69761,0,0.0042
69762,0,0.1149
69763,0,0.02
69764,0,0.058
69765,0,0.0062
69766,0,0.1299
69767,0,0.0124
69768,0,0.0711
69769,0,0.4383
69770,0,0.0474
69771,0,0.0234
69772,0,0.0134
69773,0,0.4459
69774,1,0.9001
69775,0,0.0437
69776,0,0.0454
69777,0,0.0556
69778,0,0.0966
69779,0,0.0429
69780,0,0.1376
69781,0,0.0328
69782,1,0.7538
69783,0,0.0113
69784,0,0.0472
69785,0,0.1004
69786,0,0.0519
69787,0,0.1205
69788,0,0.052
69789,0,0.0261
69790,0,0.0039
69791,0,0.0432
69792,0,0.0208
69793,0,0.1012
69794,0,0.0339
69795,0,0.0149
69796,0,0.0267
69797,0,0.0575
69798,0,0.0206
69799,0,0.0139
69800,0,0.0044
69801,1,0.974
69802,0,0.0011
69803,0,0.0166
69804,1,0.8766
69805,0,0.189
69806,0,0.0074
69807,0,0.0524
69808,0,0.0719
69809,0,0.023
69810,1,0.7919
69811,0,0.0251
69812,0,0.0217
69813,0,0.0235
69814,0,0.098
69815,0,0.0397
69816,0,0.0085
69817,0,0.099
69818,0,0.0172
69819,0,0.0584
69820,0,0.0062
69821,1,0.9961
69822,0,0.4866
69823,0,0.3231
69824,0,0.1895
69825,0,0.0322
69826,0,0.0161
69827,0,0.0424
69828,0,0.0385
69829,1,0.9083
69830,0,0.0588
69831,0,0.1888
69832,0,0.0213
69833,0,0.1367
69834,0,0.0233
69835,0,0.0099
69836,0,0.0744
69837,0,0.0502
69838,0,0.0642
69839,0,0.0363
69840,0,0.0224
69841,0,0.0048
69842,0,0.0411
69843,0,0.0724
69844,0,0.0771
69845,0,0.0123
69846,0,0.0793
69847,0,0.1387
69848,0,0.3501
69849,0,0.0369
69850,0,0.069
69851,0,0.0564
69852,0,0.0002
69853,0,0.0582
69854,0,0.0784
69855,0,0.0439
69856,0,0.1065
69857,1,0.569
69858,0,0.1772
69859,0,0.0122
69860,0,0.0275
69861,1,0.9691
69862,0,0.0188
69863,0,0.0118
69864,1,0.8299
69865,0,0.0444
69866,0,0.013
69867,1,0.8672
69868,0,0.011
69869,0,0.04
69870,0,0.0065
69871,0,0.0144
69872,1,0.789
69873,0,0.0871
69874,0,0.0809
69875,0,0.0113
69876,0,0.2084
69877,0,0.0383
69878,0,0.0269
69879,0,0.0316
69880,0,0.0438
69881,0,0.0291
69882,0,0.019
69883,0,0.0955
69884,1,0.8004
69885,0,0.0956
69886,0,0.0498
69887,0,0.1207
69888,0,0.0403
69889,0,0.0563
69890,0,0.2622
69891,0,0.017
69892,0,0.0598
69893,0,0.3424
69894,0,0.0236
69895,1,0.857
69896,1,0.9337
69897,0,0.0372
69898,0,0.1246
69899,0,0.0033
69900,0,0.0551
69901,1,0.993
69902,0,0.0908
69903,0,0.075
69904,0,0.0317
69905,0,0.0167
69906,0,0.0149
69907,0,0.0829
69908,0,0.0452
69909,0,0.0314
69910,0,0.0505
69911,0,0.0914
69912,0,0.0346
69913,0,0.0484
69914,0,0.1012
69915,0,0.3908
69916,0,0.0096
69917,0,0.1638
69918,0,0.1938
69919,0,0.0569
69920,0,0.0263
69921,0,0.3095
69922,0,0.0501
69923,0,0.0094
69924,0,0.0651
69925,0,0.0134
69926,1,0.8847
69927,0,0.0387
69928,0,0.0691
69929,0,0.0119
69930,0,0.0768
69931,0,0.0391
69932,0,0.0289
69933,0,0.0659
69934,0,0.1064
69935,0,0.0226
69936,0,0.0191
69937,0,0.0515
69938,0,0.065
69939,0,0.1078
69940,0,0.016
69941,0,0.042
69942,0,0.0073
69943,0,0.0582
69944,0,0.0101
69945,0,0.0562
69946,1,0.9987
69947,0,0.0029
69948,0,0.0362
69949,0,0.0326
69950,0,0.1784
69951,0,0.4202
69952,0,0.0849
69953,0,0.015
69954,0,0.3269
69955,1,0.8433
69956,0,0.0439
69957,0,0.0418
69958,1,0.9128
69959,1,0.9772
69960,0,0.0078
69961,0,0.0188
69962,1,0.5985
69963,0,0.1057
69964,0,0.0927
69965,0,0.3216
69966,0,0.0252
69967,0,0.0614
69968,0,0.0233
69969,0,0.0082
69970,0,0.0044
69971,0,0.0066
69972,0,0.1039
69973,0,0.1008
69974,0,0.0203
69975,0,0.0431
69976,1,0.7728
69977,0,0.0216
69978,0,0.2138
69979,0,0.0442
69980,0,0.3467
69981,0,0.0328
69982,0,0.0788
69983,0,0.0264
69984,0,0.0061
69985,0,0.0119
69986,0,0.0603
69987,0,0.0321
69988,0,0.1771
69989,0,0.0213
69990,1,0.7215
69991,0,0.0576
69992,0,0.0304
69993,0,0.0204
69994,0,0.0103
69995,0,0.028
69996,0,0.0107
69997,0,0.0941
69998,0,0.0328
69999,0,0.0131
70000,0,0.0149
70001,0,0.0315
70002,0,0.0335
70003,0,0.0334
70004,0,0.0087
70005,0,0.0257
70006,0,0.0167
70007,0,0.0113
70008,0,0.0299
70009,0,0.0482
70010,1,0.8021
70011,0,0.1222
70012,0,0.0756
70013,0,0.0722
70014,0,0.045
70015,0,0.0473
70016,0,0.0695
70017,0,0.0465
70018,0,0.007
70019,0,0.0646
70020,0,0.0787
70021,0,0.0174
70022,0,0.0198
70023,0,0.1682
70024,0,0.0123
70025,0,0.0601
70026,0,0.045
70027,0,0.0203
70028,0,0.0612
70029,0,0.0133
70030,0,0.0068
70031,0,0.0255
70032,1,0.7612
70033,1,0.8535
70034,0,0.0362
70035,0,0.0599
70036,0,0.081
70037,0,0.0299
70038,0,0.0039
70039,1,0.9688
70040,0,0.0246
70041,0,0.0647
70042,1,0.9885
70043,0,0.0286
70044,0,0.0701
70045,0,0.2447
70046,0,0.0142
70047,0,0.0361
70048,0,0.1089
70049,0,0.0057
70050,0,0.0644
70051,0,0.313
70052,0,0.115
70053,1,0.9056
70054,1,0.8221
70055,0,0.0067
70056,0,0.0091
70057,0,0.0312
70058,0,0.0061
70059,0,0.0508
70060,0,0.333
70061,0,0.0654
70062,0,0.1428
70063,0,0.0576
70064,0,0.0812
70065,0,0.0479
70066,1,0.8644
70067,0,0.0391
70068,0,0.0284
70069,0,0.0937
70070,0,0.034
70071,0,0.1332
70072,1,0.9654
70073,0,0.0297
70074,0,0.0026
70075,0,0.0099
70076,0,0.0185
70077,0,0.1742
70078,0,0.0343
70079,0,0.0323
70080,0,0.0074
70081,0,0.0334
70082,0,0.0345
70083,0,0.016
70084,0,0.0148
70085,1,0.8458
70086,0,0.0421
70087,0,0.0186
70088,0,0.139
70089,0,0.059
70090,0,0.0748
70091,0,0.1426
70092,1,0.9986
70093,0,0.0653
70094,1,0.5922
70095,0,0.0875
70096,0,0.0334
70097,1,0.8832
70098,0,0.0306
70099,0,0.0178
70100,0,0.0122
70101,0,0.0189
70102,1,0.8805
70103,0,0.0156
70104,0,0.0059
70105,0,0.2329
70106,1,0.5997
70107,0,0.0258
70108,0,0.0185
70109,0,0.0605
70110,0,0.0123
70111,0,0.0814
70112,1,0.9566
70113,0,0.0138
70114,1,0.7487
70115,0,0.0434
70116,0,0.0111
70117,0,0.0034
70118,0,0.0577
70119,0,0.0324
70120,0,0.073
70121,0,0.1214
70122,0,0.0308
70123,0,0.0201
70124,0,0.0663
70125,0,0.0392
70126,0,0.0059
70127,0,0.0352
70128,0,0.005
70129,0,0.0107
70130,0,0.0361
70131,1,0.7737
70132,0,0.0584
70133,1,0.9114
70134,1,0.9789
70135,0,0.0207
70136,0,0.0196
70137,1,0.9794
70138,0,0.0019
70139,0,0.0337
70140,0,0.0066
70141,0,0.0283
70142,0,0.1124
70143,0,0.0611
70144,0,0.0156
70145,0,0.009
70146,0,0.0063
70147,0,0.0228
70148,1,0.7321
70149,0,0.0205
70150,0,0.0202
70151,0,0.0128
70152,0,0.0164
70153,0,0.0695
70154,0,0.0139
70155,0,0.1312
70156,0,0.0373
70157,0,0.0546
70158,0,0.0175
70159,1,0.9187
70160,0,0.1327
70161,0,0.0229
70162,0,0.0059
70163,0,0.0358
70164,0,0.0025
70165,0,0.1981
70166,0,0.0244
70167,1,0.8476
70168,0,0.0155
70169,0,0.0323
70170,0,0.0175
70171,1,0.9418
70172,0,0.3522
70173,0,0.0134
70174,0,0.0052
70175,0,0.0479
70176,0,0.0145
70177,0,0.0396
70178,0,0.0148
70179,1,0.9621
70180,0,0.4054
70181,0,0.0388
70182,0,0.0972
70183,0,0.0491
70184,0,0.021
70185,0,0.0403
70186,1,0.7736
70187,0,0.0146
70188,0,0.0013
70189,0,0.0345
70190,0,0.0334
70191,0,0.0206
70192,0,0.0222
70193,0,0.0511
70194,0,0.0249
70195,0,0.0452
70196,0,0.1052
70197,1,0.8502
70198,0,0.0307
70199,0,0.0362
70200,0,0.0447
70201,1,0.8972
70202,0,0.167
70203,1,0.9745
70204,0,0.01
70205,0,0.0565
70206,0,0.0791
70207,0,0.0428
70208,0,0.092
70209,0,0.0544
70210,0,0.033
70211,0,0.1065
70212,0,0.0574
70213,0,0.1306
70214,0,0.1543
70215,0,0.0471
70216,1,0.9941
70217,0,0.0028
70218,0,0.0196
70219,0,0.0703
70220,0,0.019
70221,0,0.0169
70222,0,0.014
70223,0,0.0197
70224,0,0.4809
70225,0,0.0521
70226,0,0.0472
70227,0,0.016
70228,0,0.0995
70229,0,0.0301
70230,1,0.9849
70231,0,0.0881
70232,0,0.0118
70233,0,0.0251
70234,0,0.034
70235,0,0.0266
70236,0,0.0058
70237,0,0.2987
70238,0,0.0653
70239,0,0.0106
70240,0,0.0455
70241,0,0.0682
70242,0,0.0671
70243,0,0.0598
70244,0,0.1029
70245,0,0.0286
70246,0,0.0166
70247,0,0.0234
70248,0,0.0185
70249,0,0.0293
70250,0,0.1835
70251,0,0.0642
70252,0,0.0353
70253,1,0.7266
70254,0,0.0488
70255,0,0.0395
70256,0,0.0308
70257,0,0.0931
70258,0,0.0312
70259,0,0.0259
70260,0,0.0141
70261,0,0.0112
70262,0,0.0005
70263,0,0.0563
70264,0,0.0067
70265,0,0.0281
70266,0,0.091
70267,0,0.0151
70268,0,0.013
70269,0,0.0712
70270,1,0.6914
70271,0,0.0493
70272,0,0.0073
70273,0,0.0227
70274,0,0.0207
70275,0,0.0415
70276,0,0.477
70277,0,0.048
70278,0,0.0636
70279,0,0.005
70280,0,0.0141
70281,0,0.0107
70282,0,0.2153
70283,0,0.0777
70284,1,0.936
70285,0,0.0201
70286,0,0.0681
70287,0,0.1321
70288,0,0.028
70289,0,0.3833
70290,0,0.0393
70291,0,0.0346
70292,0,0.0134
70293,0,0.045
70294,0,0.027
70295,0,0.0578
70296,0,0.0357
70297,0,0.1775
70298,0,0.0327
70299,0,0.0097
70300,0,0.0215
70301,1,0.7875
70302,0,0.0439
70303,0,0.0226
70304,0,0.0281
70305,0,0.165
70306,0,0.0281
70307,1,0.7638
70308,0,0.0461
70309,0,0.016
70310,0,0.0153
70311,0,0.2658
70312,0,0.0084
70313,0,0.0356
70314,0,0.0331
70315,0,0.0634
70316,0,0.0085
70317,1,0.93
70318,0,0.0531
70319,0,0.0409
70320,0,0.0303
70321,0,0.0152
70322,0,0.1192
70323,0,0.0222
70324,0,0.0424
70325,0,0.0266
70326,0,0.0274
70327,1,0.6805
70328,1,0.7181
70329,0,0.0329
70330,0,0.0102
70331,0,0.0067
70332,0,0.0076
70333,0,0.0707
70334,0,0.4834
70335,0,0.0362
70336,0,0.0593
70337,1,0.9566
70338,0,0.0989
70339,0,0.01
70340,0,0.324
70341,0,0.0081
70342,0,0.1004
70343,0,0.0562
70344,0,0.0689
70345,0,0.0192
70346,1,0.9293
70347,0,0.0134
70348,0,0.0898
70349,0,0.1943
70350,0,0.0543
70351,0,0.0332
70352,0,0.0086
70353,0,0.0778
70354,0,0.0535
70355,0,0.0453
70356,0,0.0552
70357,0,0.035
70358,0,0.0152
70359,0,0.0204
70360,0,0.0656
70361,0,0.0297
70362,0,0.0181
70363,0,0.0577
70364,0,0.0053
70365,0,0.067
70366,0,0.039
70367,0,0.0553
70368,0,0.0586
70369,0,0.0388
70370,0,0.2346
70371,0,0.0262
70372,0,0.031
70373,0,0.0702
70374,0,0.0453
70375,0,0.0551
70376,0,0.0127
70377,0,0.1505
70378,0,0.1294
70379,0,0.0508
70380,0,0.051
70381,0,0.1034
70382,0,0.2081
70383,0,0.0989
70384,0,0.0399
70385,0,0.016
70386,1,0.9556
70387,0,0.098
70388,0,0.0834
70389,0,0.0638
70390,0,0.0157
70391,0,0.0312
70392,0,0.0029
70393,0,0.0086
70394,0,0.0204
70395,0,0.128
70396,0,0.0564
70397,0,0.1888
70398,0,0.0192
70399,1,0.8009
70400,0,0.0521
70401,0,0.0151
70402,0,0.0848
70403,0,0.0783
70404,0,0.0856
70405,0,0.03
70406,0,0.0898
70407,1,0.9573
70408,0,0.0534
70409,0,0.0699
70410,0,0.1864
70411,0,0.0915
70412,0,0.0
70413,0,0.0661
70414,0,0.0665
70415,0,0.0415
70416,0,0.0181
70417,0,0.0139
70418,0,0.0158
70419,0,0.0468
70420,0,0.04
70421,0,0.0136
70422,0,0.0354
70423,0,0.0739
70424,0,0.0568
70425,0,0.0744
70426,0,0.0978
70427,0,0.061
70428,0,0.0119
70429,0,0.0385
70430,0,0.0533
70431,0,0.0672
70432,0,0.0325
70433,0,0.131
70434,0,0.1654
70435,0,0.0183
70436,0,0.0462
70437,0,0.0322
70438,0,0.1951
70439,0,0.0025
70440,0,0.2001
70441,0,0.053
70442,0,0.3646
70443,1,0.8402
70444,0,0.0355
70445,0,0.1911
70446,1,0.7835
70447,0,0.0376
70448,0,0.0528
70449,0,0.0221
70450,0,0.0852
70451,0,0.077
70452,1,0.6879
70453,0,0.1767
70454,0,0.0231
70455,0,0.0431
70456,0,0.0581
70457,0,0.0124
70458,0,0.0402
70459,0,0.0112
70460,1,0.8827
70461,0,0.0757
70462,0,0.0581
70463,0,0.0132
70464,0,0.1118
70465,0,0.0219
70466,0,0.054
70467,1,0.7862
70468,1,0.9928
70469,0,0.0119
70470,0,0.0243
70471,0,0.0071
70472,0,0.0701
70473,1,0.831
70474,0,0.0115
70475,1,0.6851
70476,0,0.0466
70477,0,0.0284
70478,0,0.0995
70479,1,0.9469
70480,0,0.0816
70481,0,0.125
70482,0,0.013
70483,0,0.1424
70484,0,0.1075
70485,1,0.5534
70486,0,0.0638
70487,1,0.9848
70488,0,0.0256
70489,0,0.0287
70490,0,0.0256
70491,0,0.0865
70492,0,0.0791
70493,0,0.055
70494,0,0.2432
70495,0,0.0463
70496,0,0.0251
70497,0,0.0541
70498,0,0.0346
70499,1,0.8819
70500,0,0.0321
70501,0,0.0086
70502,1,0.8163
70503,0,0.034
70504,0,0.0477
70505,0,0.1084
70506,0,0.0119
70507,0,0.0144
70508,0,0.3557
70509,1,0.747
70510,0,0.0787
70511,0,0.0038
70512,0,0.0053
70513,0,0.0481
70514,0,0.0059
70515,0,0.0737
70516,0,0.0269
70517,0,0.0845
70518,0,0.0193
70519,0,0.0183
70520,0,0.077
70521,0,0.0044
70522,0,0.0388
70523,0,0.0098
70524,0,0.0262
70525,0,0.0665
70526,1,0.9066
70527,0,0.0633
70528,0,0.0242
70529,0,0.0737
70530,0,0.022
70531,0,0.1485
70532,0,0.0688
70533,0,0.1031
70534,0,0.0206
70535,0,0.0036
70536,0,0.0103
70537,0,0.0167
70538,0,0.0254
70539,0,0.0402
70540,0,0.0174
70541,0,0.0237
70542,0,0.0714
70543,1,0.8857
70544,0,0.0341
70545,0,0.0086
70546,0,0.0495
70547,0,0.0173
70548,0,0.1233
70549,0,0.0195
70550,1,0.872
70551,0,0.0176
70552,0,0.0148
70553,0,0.0133
70554,0,0.0125
70555,0,0.0439
70556,0,0.0101
70557,0,0.0407
70558,0,0.0129
70559,0,0.0274
70560,0,0.0128
70561,0,0.0292
70562,0,0.007
70563,1,0.569
70564,0,0.1325
70565,0,0.0452
70566,0,0.0193
70567,1,0.9005
70568,0,0.0573
70569,0,0.064
70570,0,0.0042
70571,0,0.0231
70572,0,0.3488
70573,0,0.0121
70574,0,0.0789
70575,0,0.0804
70576,0,0.2826
70577,0,0.0214
70578,0,0.0105
70579,0,0.0151
70580,0,0.1162
70581,0,0.0125
70582,0,0.188
70583,0,0.0218
70584,0,0.0193
70585,0,0.0548
70586,0,0.0727
70587,0,0.0067
70588,0,0.0207
70589,0,0.0239
70590,0,0.0637
70591,0,0.0125
70592,0,0.0164
70593,0,0.4103
